CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
CABBAGE,DRY,HUMID,40-50,NORMAL,6.6
CABBAGE,DRY,HUMID,40-50,SUNNY,8.1
CABBAGE,DRY,HUMID,40-50,WINDY,7.6
CABBAGE,DRY,HUMID,40-50,RAINY,0.5
CABBAGE,HUMID,DESERT,Oct-20,NORMAL,4.2
CABBAGE,HUMID,DESERT,Oct-20,SUNNY,5.7
CABBAGE,HUMID,DESERT,Oct-20,WINDY,5.2
CABBAGE,HUMID,DESERT,Oct-20,RAINY,0.2
CABBAGE,HUMID,DESERT,20-30,NORMAL,5.3
CABBAGE,HUMID,DESERT,20-30,SUNNY,6.8
CABBAGE,HUMID,DESERT,20-30,WINDY,6.3
CABBAGE,HUMID,DESERT,20-30,RAINY,0.3
CABBAGE,HUMID,DESERT,30-40,NORMAL,6.2
CABBAGE,HUMID,DESERT,30-40,SUNNY,7.7
CABBAGE,HUMID,DESERT,30-40,WINDY,7.2
CABBAGE,HUMID,DESERT,30-40,RAINY,0.5
CABBAGE,HUMID,DESERT,40-50,NORMAL,7.4
CABBAGE,HUMID,DESERT,40-50,SUNNY,8.9
CABBAGE,HUMID,DESERT,40-50,WINDY,8.4
CABBAGE,HUMID,DESERT,40-50,RAINY,0.8
CABBAGE,HUMID,SEMI ARID,Oct-20,NORMAL,3.7
CABBAGE,HUMID,SEMI ARID,Oct-20,SUNNY,5.2
CABBAGE,HUMID,SEMI ARID,Oct-20,WINDY,4.7
CABBAGE,HUMID,SEMI ARID,Oct-20,RAINY,0.1
CABBAGE,HUMID,SEMI ARID,20-30,NORMAL,4.6
CABBAGE,HUMID,SEMI ARID,20-30,SUNNY,6.1
CABBAGE,HUMID,SEMI ARID,20-30,WINDY,5.6
CABBAGE,HUMID,SEMI ARID,20-30,RAINY,0.2
CABBAGE,HUMID,SEMI ARID,30-40,NORMAL,5.5
CABBAGE,HUMID,SEMI ARID,30-40,SUNNY,7
CABBAGE,HUMID,SEMI ARID,30-40,WINDY,6.5
CABBAGE,HUMID,SEMI ARID,30-40,RAINY,0.3
CABBAGE,HUMID,SEMI ARID,40-50,NORMAL,6.6
CABBAGE,HUMID,SEMI ARID,40-50,SUNNY,8.1
CABBAGE,HUMID,SEMI ARID,40-50,WINDY,7.6
CABBAGE,HUMID,SEMI ARID,40-50,RAINY,0.5
CABBAGE,HUMID,SEMI HUMID,Oct-20,NORMAL,3.1
CABBAGE,HUMID,SEMI HUMID,Oct-20,SUNNY,4.6
CABBAGE,HUMID,SEMI HUMID,Oct-20,WINDY,4.1
CABBAGE,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
CABBAGE,HUMID,SEMI HUMID,20-30,NORMAL,4.2
CABBAGE,HUMID,SEMI HUMID,20-30,SUNNY,5.7
CABBAGE,HUMID,SEMI HUMID,20-30,WINDY,5.2
CABBAGE,HUMID,SEMI HUMID,20-30,RAINY,0.2
CABBAGE,HUMID,SEMI HUMID,30-40,NORMAL,5.1
CABBAGE,HUMID,SEMI HUMID,30-40,SUNNY,6.6
CABBAGE,HUMID,SEMI HUMID,30-40,WINDY,6.1
CABBAGE,HUMID,SEMI HUMID,30-40,RAINY,0.3
CABBAGE,HUMID,SEMI HUMID,40-50,NORMAL,6
CABBAGE,HUMID,SEMI HUMID,40-50,SUNNY,7.5
CABBAGE,HUMID,SEMI HUMID,40-50,WINDY,7
CABBAGE,HUMID,SEMI HUMID,40-50,RAINY,0.5
CABBAGE,HUMID,HUMID,Oct-20,NORMAL,2.3
CABBAGE,HUMID,HUMID,Oct-20,SUNNY,3.8
CABBAGE,HUMID,HUMID,Oct-20,WINDY,3.3
CABBAGE,HUMID,HUMID,Oct-20,RAINY,0.1
CABBAGE,HUMID,HUMID,20-30,NORMAL,3.33
CABBAGE,HUMID,HUMID,20-30,SUNNY,4.8
CABBAGE,HUMID,HUMID,20-30,WINDY,4.3
CABBAGE,HUMID,HUMID,20-30,RAINY,0.1
CABBAGE,HUMID,HUMID,30-40,NORMAL,4.33
CABBAGE,HUMID,HUMID,30-40,SUNNY,5.8
CABBAGE,HUMID,HUMID,30-40,WINDY,5.3
CABBAGE,HUMID,HUMID,30-40,RAINY,0.2
CABBAGE,HUMID,HUMID,40-50,NORMAL,5.33
CABBAGE,HUMID,HUMID,40-50,SUNNY,6.8
CABBAGE,HUMID,HUMID,40-50,WINDY,6.3
CABBAGE,HUMID,HUMID,40-50,RAINY,0.3
CABBAGE,WET,DESERT,Oct-20,NORMAL,3.33
CABBAGE,WET,DESERT,Oct-20,SUNNY,4.8
CABBAGE,WET,DESERT,Oct-20,WINDY,4.3
CABBAGE,WET,DESERT,Oct-20,RAINY,0.1
CABBAGE,WET,DESERT,20-30,NORMAL,4.33
CABBAGE,WET,DESERT,20-30,SUNNY,5.8
CABBAGE,WET,DESERT,20-30,WINDY,5.3
CABBAGE,WET,DESERT,20-30,RAINY,0.2
CABBAGE,WET,DESERT,30-40,NORMAL,5.33
CABBAGE,WET,DESERT,30-40,SUNNY,6.8
CABBAGE,WET,DESERT,30-40,WINDY,6.3
CABBAGE,WET,DESERT,30-40,RAINY,0.3
CABBAGE,WET,DESERT,40-50,NORMAL,6.33
CABBAGE,WET,DESERT,40-50,SUNNY,7.8
CABBAGE,WET,DESERT,40-50,WINDY,7.3
CABBAGE,WET,DESERT,40-50,RAINY,0.5
CABBAGE,WET,SEMI ARID,Oct-20,NORMAL,2.83
CABBAGE,WET,SEMI ARID,Oct-20,SUNNY,4.33
CABBAGE,WET,SEMI ARID,Oct-20,WINDY,3.83
CABBAGE,WET,SEMI ARID,Oct-20,RAINY,0.1
CABBAGE,WET,SEMI ARID,20-30,NORMAL,3.83
CABBAGE,WET,SEMI ARID,20-30,SUNNY,5.33
CABBAGE,WET,SEMI ARID,20-30,WINDY,4.83
CABBAGE,WET,SEMI ARID,20-30,RAINY,0.1
CABBAGE,WET,SEMI ARID,30-40,NORMAL,4.83
CABBAGE,WET,SEMI ARID,30-40,SUNNY,6.33
CABBAGE,WET,SEMI ARID,30-40,WINDY,5.83
CABBAGE,WET,SEMI ARID,30-40,RAINY,0.2
CABBAGE,WET,SEMI ARID,40-50,NORMAL,5.83
CABBAGE,WET,SEMI ARID,40-50,SUNNY,7.33
CABBAGE,WET,SEMI ARID,40-50,WINDY,6.83
CABBAGE,WET,SEMI ARID,40-50,RAINY,0.3
CABBAGE,WET,SEMI HUMID,Oct-20,NORMAL,2.16
CABBAGE,WET,SEMI HUMID,Oct-20,SUNNY,3.66
CABBAGE,WET,SEMI HUMID,Oct-20,WINDY,3.16
CABBAGE,WET,SEMI HUMID,Oct-20,RAINY,0.1
CABBAGE,WET,SEMI HUMID,20-30,NORMAL,3.16
CABBAGE,WET,SEMI HUMID,20-30,SUNNY,4.66
CABBAGE,WET,SEMI HUMID,20-30,WINDY,4.16
CABBAGE,WET,SEMI HUMID,20-30,RAINY,0.1
CABBAGE,WET,SEMI HUMID,30-40,NORMAL,4.16
CABBAGE,WET,SEMI HUMID,30-40,SUNNY,5.66
CABBAGE,WET,SEMI HUMID,30-40,WINDY,5.16
CABBAGE,WET,SEMI HUMID,30-40,RAINY,0.2
CABBAGE,WET,SEMI HUMID,40-50,NORMAL,5.16
CABBAGE,WET,SEMI HUMID,40-50,SUNNY,6.66
CABBAGE,WET,SEMI HUMID,40-50,WINDY,6.16
CABBAGE,WET,SEMI HUMID,40-50,RAINY,0.3
CABBAGE,WET,HUMID,Oct-20,NORMAL,1.33
CABBAGE,WET,HUMID,Oct-20,SUNNY,2.83
CABBAGE,WET,HUMID,Oct-20,WINDY,2.33
CABBAGE,WET,HUMID,Oct-20,RAINY,0.1
CABBAGE,WET,HUMID,20-30,NORMAL,2.33
CABBAGE,WET,HUMID,20-30,SUNNY,3.83
CABBAGE,WET,HUMID,20-30,WINDY,3.33
CABBAGE,WET,HUMID,20-30,RAINY,0.1
CABBAGE,WET,HUMID,30-40,NORMAL,3.33
CABBAGE,WET,HUMID,30-40,SUNNY,4.83
CABBAGE,WET,HUMID,30-40,WINDY,4.33
CABBAGE,WET,HUMID,30-40,RAINY,0.1
CABBAGE,WET,HUMID,40-50,NORMAL,4.33
CABBAGE,WET,HUMID,40-50,SUNNY,5.83
CABBAGE,WET,HUMID,40-50,WINDY,5.33
CABBAGE,WET,HUMID,40-50,RAINY,0.2
POTATO,DRY,DESERT,Oct-20,NORMAL,8.5
POTATO,DRY,DESERT,Oct-20,SUNNY,10
POTATO,DRY,DESERT,Oct-20,WINDY,9.5
POTATO,DRY,DESERT,Oct-20,RAINY,0.5
POTATO,DRY,DESERT,20-30,NORMAL,9.5
POTATO,DRY,DESERT,20-30,SUNNY,11
POTATO,DRY,DESERT,20-30,WINDY,10.5
POTATO,DRY,DESERT,20-30,RAINY,1.5
POTATO,DRY,DESERT,30-40,NORMAL,10.7
POTATO,DRY,DESERT,30-40,SUNNY,12.2
POTATO,DRY,DESERT,30-40,WINDY,11.7
POTATO,DRY,DESERT,30-40,RAINY,2.7
POTATO,DRY,DESERT,40-50,NORMAL,11.6
POTATO,DRY,DESERT,40-50,SUNNY,13.1
POTATO,DRY,DESERT,40-50,WINDY,12.6
POTATO,DRY,DESERT,40-50,RAINY,3.6
POTATO,DRY,SEMI ARID,Oct-20,NORMAL,7.8
POTATO,DRY,SEMI ARID,Oct-20,SUNNY,9.3
POTATO,DRY,SEMI ARID,Oct-20,WINDY,8.8
POTATO,DRY,SEMI ARID,Oct-20,RAINY,0.8
POTATO,DRY,SEMI ARID,20-30,NORMAL,8.8
POTATO,DRY,SEMI ARID,20-30,SUNNY,10.3
POTATO,DRY,SEMI ARID,20-30,WINDY,9.8
POTATO,DRY,SEMI ARID,20-30,RAINY,0.8
POTATO,DRY,SEMI ARID,30-40,NORMAL,9.8
POTATO,DRY,SEMI ARID,30-40,SUNNY,11.3
POTATO,DRY,SEMI ARID,30-40,WINDY,10.8
POTATO,DRY,SEMI ARID,30-40,RAINY,1.8
POTATO,DRY,SEMI ARID,40-50,NORMAL,10.9
POTATO,DRY,SEMI ARID,40-50,SUNNY,12.4
POTATO,DRY,SEMI ARID,40-50,WINDY,11.8
POTATO,DRY,SEMI ARID,40-50,RAINY,2.9
POTATO,DRY,SEMI HUMID,Oct-20,NORMAL,6.75
POTATO,DRY,SEMI HUMID,Oct-20,SUNNY,8.25
POTATO,DRY,SEMI HUMID,Oct-20,WINDY,7.75
POTATO,DRY,SEMI HUMID,Oct-20,RAINY,0.25
POTATO,DRY,SEMI HUMID,20-30,NORMAL,7.75
POTATO,DRY,SEMI HUMID,20-30,SUNNY,9.25
POTATO,DRY,SEMI HUMID,20-30,WINDY,8.75
POTATO,DRY,SEMI HUMID,20-30,RAINY,0.8
POTATO,DRY,SEMI HUMID,30-40,NORMAL,8.8
POTATO,DRY,SEMI HUMID,30-40,SUNNY,10.3
POTATO,DRY,SEMI HUMID,30-40,WINDY,9.8
POTATO,DRY,SEMI HUMID,30-40,RAINY,0.8
POTATO,DRY,SEMI HUMID,40-50,NORMAL,9.75
POTATO,DRY,SEMI HUMID,40-50,SUNNY,11.25
POTATO,DRY,SEMI HUMID,40-50,WINDY,10.75
POTATO,DRY,SEMI HUMID,40-50,RAINY,1.75
POTATO,DRY,HUMID,Oct-20,NORMAL,5.45
POTATO,DRY,HUMID,Oct-20,SUNNY,6.95
POTATO,DRY,HUMID,Oct-20,WINDY,6.45
POTATO,DRY,HUMID,Oct-20,RAINY,0.3
POTATO,DRY,HUMID,20-30,NORMAL,6.5
POTATO,DRY,HUMID,20-30,SUNNY,8
POTATO,DRY,HUMID,20-30,WINDY,7.5
POTATO,DRY,HUMID,20-30,RAINY,0.5
POTATO,DRY,HUMID,30-40,NORMAL,7.6
POTATO,DRY,HUMID,30-40,SUNNY,9.1
POTATO,DRY,HUMID,30-40,WINDY,8.6
POTATO,DRY,HUMID,30-40,RAINY,0.8
POTATO,DRY,HUMID,40-50,NORMAL,8.5
POTATO,DRY,HUMID,40-50,SUNNY,10
POTATO,DRY,HUMID,40-50,WINDY,9.5
POTATO,DRY,HUMID,40-50,RAINY,0.5
POTATO,HUMID,DESERT,Oct-20,NORMAL,6.7
POTATO,HUMID,DESERT,Oct-20,SUNNY,8.2
POTATO,HUMID,DESERT,Oct-20,WINDY,7.7
POTATO,HUMID,DESERT,Oct-20,RAINY,0.5
POTATO,HUMID,DESERT,20-30,NORMAL,7.7
POTATO,HUMID,DESERT,20-30,SUNNY,9.2
POTATO,HUMID,DESERT,20-30,WINDY,8.7
POTATO,HUMID,DESERT,20-30,RAINY,0.8
POTATO,HUMID,DESERT,30-40,NORMAL,8.7
POTATO,HUMID,DESERT,30-40,SUNNY,10.2
POTATO,HUMID,DESERT,30-40,WINDY,9.7
POTATO,HUMID,DESERT,30-40,RAINY,0.7
POTATO,HUMID,DESERT,40-50,NORMAL,9.5
POTATO,HUMID,DESERT,40-50,SUNNY,11
POTATO,HUMID,DESERT,40-50,WINDY,10.5
POTATO,HUMID,DESERT,40-50,RAINY,1.5
POTATO,HUMID,SEMI ARID,Oct-20,NORMAL,5.62
POTATO,HUMID,SEMI ARID,Oct-20,SUNNY,7.12
POTATO,HUMID,SEMI ARID,Oct-20,WINDY,6.62
POTATO,HUMID,SEMI ARID,Oct-20,RAINY,0.3
POTATO,HUMID,SEMI ARID,20-30,NORMAL,6.62
POTATO,HUMID,SEMI ARID,20-30,SUNNY,8.12
POTATO,HUMID,SEMI ARID,20-30,WINDY,7.62
POTATO,HUMID,SEMI ARID,20-30,RAINY,0.5
POTATO,HUMID,SEMI ARID,30-40,NORMAL,7.7
POTATO,HUMID,SEMI ARID,30-40,SUNNY,9.2
POTATO,HUMID,SEMI ARID,30-40,WINDY,8.7
POTATO,HUMID,SEMI ARID,30-40,RAINY,0.8
POTATO,HUMID,SEMI ARID,40-50,NORMAL,8.6
POTATO,HUMID,SEMI ARID,40-50,SUNNY,10.1
POTATO,HUMID,SEMI ARID,40-50,WINDY,9.6
POTATO,HUMID,SEMI ARID,40-50,RAINY,2.1
POTATO,HUMID,SEMI HUMID,Oct-20,NORMAL,4.6
POTATO,HUMID,SEMI HUMID,Oct-20,SUNNY,6.1
POTATO,HUMID,SEMI HUMID,Oct-20,WINDY,5.6
POTATO,HUMID,SEMI HUMID,Oct-20,RAINY,0.2
POTATO,HUMID,SEMI HUMID,20-30,NORMAL,5.5
POTATO,HUMID,SEMI HUMID,20-30,SUNNY,7
POTATO,HUMID,SEMI HUMID,20-30,WINDY,6.5
POTATO,HUMID,SEMI HUMID,20-30,RAINY,0.3
POTATO,HUMID,SEMI HUMID,30-40,NORMAL,6.5
POTATO,HUMID,SEMI HUMID,30-40,SUNNY,8
POTATO,HUMID,SEMI HUMID,30-40,WINDY,7.5
POTATO,HUMID,SEMI HUMID,30-40,RAINY,0.5
POTATO,HUMID,SEMI HUMID,40-50,NORMAL,7.5
POTATO,HUMID,SEMI HUMID,40-50,SUNNY,9
POTATO,HUMID,SEMI HUMID,40-50,WINDY,8.5
POTATO,HUMID,SEMI HUMID,40-50,RAINY,0.8
POTATO,HUMID,HUMID,Oct-20,NORMAL,3.65
POTATO,HUMID,HUMID,Oct-20,SUNNY,5.15
POTATO,HUMID,HUMID,Oct-20,WINDY,4.65
POTATO,HUMID,HUMID,Oct-20,RAINY,0.1
POTATO,HUMID,HUMID,20-30,NORMAL,4.65
POTATO,HUMID,HUMID,20-30,SUNNY,6.15
POTATO,HUMID,HUMID,20-30,WINDY,5.65
POTATO,HUMID,HUMID,20-30,RAINY,0.2
POTATO,HUMID,HUMID,30-40,NORMAL,5
POTATO,HUMID,HUMID,30-40,SUNNY,6.5
POTATO,HUMID,HUMID,30-40,WINDY,6
POTATO,HUMID,HUMID,30-40,RAINY,0.3
POTATO,HUMID,HUMID,40-50,NORMAL,5.15
POTATO,HUMID,HUMID,40-50,SUNNY,6.95
POTATO,HUMID,HUMID,40-50,WINDY,6.15
POTATO,HUMID,HUMID,40-50,RAINY,0.3
POTATO,WET,DESERT,Oct-20,NORMAL,5.15
POTATO,WET,DESERT,Oct-20,SUNNY,6.95
POTATO,WET,DESERT,Oct-20,WINDY,6.15
POTATO,WET,DESERT,Oct-20,RAINY,0.3
POTATO,WET,DESERT,20-30,NORMAL,6.15
POTATO,WET,DESERT,20-30,SUNNY,7.65
POTATO,WET,DESERT,20-30,WINDY,7.15
POTATO,WET,DESERT,20-30,RAINY,0.5
POTATO,WET,DESERT,30-40,NORMAL,7.15
POTATO,WET,DESERT,30-40,SUNNY,8.65
POTATO,WET,DESERT,30-40,WINDY,8.15
POTATO,WET,DESERT,30-40,RAINY,0.8
POTATO,WET,DESERT,40-50,NORMAL,8.15
POTATO,WET,DESERT,40-50,SUNNY,9.65
POTATO,WET,DESERT,40-50,WINDY,9.15
POTATO,WET,DESERT,40-50,RAINY,0.15
POTATO,WET,SEMI ARID,Oct-20,NORMAL,4.37
POTATO,WET,SEMI ARID,Oct-20,SUNNY,5.87
POTATO,WET,SEMI ARID,Oct-20,WINDY,5.37
POTATO,WET,SEMI ARID,Oct-20,RAINY,0.2
POTATO,WET,SEMI ARID,20-30,NORMAL,5.3
POTATO,WET,SEMI ARID,20-30,SUNNY,6.8
POTATO,WET,SEMI ARID,20-30,WINDY,6.3
POTATO,WET,SEMI ARID,20-30,RAINY,0.3
POTATO,WET,SEMI ARID,30-40,NORMAL,6.3
POTATO,WET,SEMI ARID,30-40,SUNNY,7.8
POTATO,WET,SEMI ARID,30-40,WINDY,7.3
POTATO,WET,SEMI ARID,30-40,RAINY,0.5
POTATO,WET,SEMI ARID,40-50,NORMAL,7.2
POTATO,WET,SEMI ARID,40-50,SUNNY,8.7
POTATO,WET,SEMI ARID,40-50,WINDY,8.2
POTATO,WET,SEMI ARID,40-50,RAINY,0.8
POTATO,WET,SEMI HUMID,Oct-20,NORMAL,3.345
POTATO,WET,SEMI HUMID,Oct-20,SUNNY,4.845
POTATO,WET,SEMI HUMID,Oct-20,WINDY,4.345
POTATO,WET,SEMI HUMID,Oct-20,RAINY,0.1
POTATO,WET,SEMI HUMID,20-30,NORMAL,4.4
POTATO,WET,SEMI HUMID,20-30,SUNNY,5.9
POTATO,WET,SEMI HUMID,20-30,WINDY,5.4
POTATO,WET,SEMI HUMID,20-30,RAINY,0.2
POTATO,WET,SEMI HUMID,30-40,NORMAL,5.54
POTATO,WET,SEMI HUMID,30-40,SUNNY,7.04
POTATO,WET,SEMI HUMID,30-40,WINDY,6.54
POTATO,WET,SEMI HUMID,30-40,RAINY,0.3
POTATO,WET,SEMI HUMID,40-50,NORMAL,6.52
POTATO,WET,SEMI HUMID,40-50,SUNNY,8.02
POTATO,WET,SEMI HUMID,40-50,WINDY,7.52
POTATO,WET,SEMI HUMID,40-50,RAINY,0.5
POTATO,WET,HUMID,Oct-20,NORMAL,2.06
POTATO,WET,HUMID,Oct-20,SUNNY,3.56
POTATO,WET,HUMID,Oct-20,WINDY,3.06
POTATO,WET,HUMID,Oct-20,RAINY,0.1
POTATO,WET,HUMID,20-30,NORMAL,3
POTATO,WET,HUMID,20-30,SUNNY,4.5
POTATO,WET,HUMID,20-30,WINDY,4
POTATO,WET,HUMID,20-30,RAINY,0.1
POTATO,WET,HUMID,30-40,NORMAL,4.1
POTATO,WET,HUMID,30-40,SUNNY,5.6
POTATO,WET,HUMID,30-40,WINDY,5.1
POTATO,WET,HUMID,30-40,RAINY,0.2
POTATO,WET,HUMID,40-50,NORMAL,5.15
POTATO,WET,HUMID,40-50,SUNNY,6.65
POTATO,WET,HUMID,40-50,WINDY,6.15
POTATO,WET,HUMID,40-50,RAINY,0.3
RICE,DRY,DESERT,Oct-20,NORMAL,17
RICE,DRY,DESERT,Oct-20,SUNNY,18.5
RICE,DRY,DESERT,Oct-20,WINDY,18
RICE,DRY,DESERT,Oct-20,RAINY,9
RICE,DRY,DESERT,20-30,NORMAL,18
RICE,DRY,DESERT,20-30,SUNNY,19.5
RICE,DRY,DESERT,20-30,WINDY,19
RICE,DRY,DESERT,20-30,RAINY,10
RICE,DRY,DESERT,30-40,NORMAL,19
RICE,DRY,DESERT,30-40,SUNNY,20.5
RICE,DRY,DESERT,30-40,WINDY,20
RICE,DRY,DESERT,30-40,RAINY,11
RICE,DRY,DESERT,40-50,NORMAL,20
RICE,DRY,DESERT,40-50,SUNNY,21.5
RICE,DRY,DESERT,40-50,WINDY,21
RICE,DRY,DESERT,40-50,RAINY,12
RICE,DRY,SEMI ARID,Oct-20,NORMAL,15.5
RICE,DRY,SEMI ARID,Oct-20,SUNNY,17
RICE,DRY,SEMI ARID,Oct-20,WINDY,16.5
RICE,DRY,SEMI ARID,Oct-20,RAINY,7.5
RICE,DRY,SEMI ARID,20-30,NORMAL,16.5
RICE,DRY,SEMI ARID,20-30,SUNNY,18
RICE,DRY,SEMI ARID,20-30,WINDY,17.5
RICE,DRY,SEMI ARID,20-30,RAINY,8.5
RICE,DRY,SEMI ARID,30-40,NORMAL,17.5
RICE,DRY,SEMI ARID,30-40,SUNNY,19
RICE,DRY,SEMI ARID,30-40,WINDY,18.5
RICE,DRY,SEMI ARID,30-40,RAINY,9.5
RICE,DRY,SEMI ARID,40-50,NORMAL,18.5
RICE,DRY,SEMI ARID,40-50,SUNNY,20
RICE,DRY,SEMI ARID,40-50,WINDY,19.5
RICE,DRY,SEMI ARID,40-50,RAINY,10.5
RICE,DRY,SEMI HUMID,Oct-20,NORMAL,13.5
RICE,DRY,SEMI HUMID,Oct-20,SUNNY,15
RICE,DRY,SEMI HUMID,Oct-20,WINDY,14.5
RICE,DRY,SEMI HUMID,Oct-20,RAINY,5.5
RICE,DRY,SEMI HUMID,20-30,NORMAL,14.5
RICE,DRY,SEMI HUMID,20-30,SUNNY,16
RICE,DRY,SEMI HUMID,20-30,WINDY,15.5
RICE,DRY,SEMI HUMID,20-30,RAINY,6.5
RICE,DRY,SEMI HUMID,30-40,NORMAL,15.5
RICE,DRY,SEMI HUMID,30-40,SUNNY,17
RICE,DRY,SEMI HUMID,30-40,WINDY,16.5
RICE,DRY,SEMI HUMID,30-40,RAINY,7.5
RICE,DRY,SEMI HUMID,40-50,NORMAL,16.5
RICE,DRY,SEMI HUMID,40-50,SUNNY,18
RICE,DRY,SEMI HUMID,40-50,WINDY,17.5
RICE,DRY,SEMI HUMID,40-50,RAINY,8.5
RICE,DRY,HUMID,Oct-20,NORMAL,11
RICE,DRY,HUMID,Oct-20,SUNNY,12.5
RICE,DRY,HUMID,Oct-20,WINDY,12
RICE,DRY,HUMID,Oct-20,RAINY,3
RICE,DRY,HUMID,20-30,NORMAL,12
RICE,DRY,HUMID,20-30,SUNNY,13.5
RICE,DRY,HUMID,20-30,WINDY,13
RICE,DRY,HUMID,20-30,RAINY,4
RICE,DRY,HUMID,30-40,NORMAL,13
RICE,DRY,HUMID,30-40,SUNNY,14.5
RICE,DRY,HUMID,30-40,WINDY,14
RICE,DRY,HUMID,30-40,RAINY,5
RICE,DRY,HUMID,40-50,NORMAL,14
RICE,DRY,HUMID,40-50,SUNNY,15.5
RICE,DRY,HUMID,40-50,WINDY,15
RICE,DRY,HUMID,40-50,RAINY,6
RICE,HUMID,DESERT,Oct-20,NORMAL,13
RICE,HUMID,DESERT,Oct-20,SUNNY,14.5
RICE,HUMID,DESERT,Oct-20,WINDY,14
RICE,HUMID,DESERT,Oct-20,RAINY,5
RICE,HUMID,DESERT,20-30,NORMAL,14
RICE,HUMID,DESERT,20-30,SUNNY,15.5
RICE,HUMID,DESERT,20-30,WINDY,15
RICE,HUMID,DESERT,20-30,RAINY,6
RICE,HUMID,DESERT,30-40,NORMAL,15
RICE,HUMID,DESERT,30-40,SUNNY,16.5
RICE,HUMID,DESERT,30-40,WINDY,16
RICE,HUMID,DESERT,30-40,RAINY,7
RICE,HUMID,DESERT,40-50,NORMAL,16
RICE,HUMID,DESERT,40-50,SUNNY,17.5
RICE,HUMID,DESERT,40-50,WINDY,17
RICE,HUMID,DESERT,40-50,RAINY,8
RICE,HUMID,SEMI ARID,Oct-20,NORMAL,11.5
RICE,HUMID,SEMI ARID,Oct-20,SUNNY,13
RICE,HUMID,SEMI ARID,Oct-20,WINDY,12.5
RICE,HUMID,SEMI ARID,Oct-20,RAINY,3.5
RICE,HUMID,SEMI ARID,20-30,NORMAL,12.5
RICE,HUMID,SEMI ARID,20-30,SUNNY,14
RICE,HUMID,SEMI ARID,20-30,WINDY,13.5
RICE,HUMID,SEMI ARID,20-30,RAINY,4.5
RICE,HUMID,SEMI ARID,30-40,NORMAL,13.5
RICE,HUMID,SEMI ARID,30-40,SUNNY,15
RICE,HUMID,SEMI ARID,30-40,WINDY,14.5
RICE,HUMID,SEMI ARID,30-40,RAINY,5.5
RICE,HUMID,SEMI ARID,40-50,NORMAL,14.5
RICE,HUMID,SEMI ARID,40-50,SUNNY,16
RICE,HUMID,SEMI ARID,40-50,WINDY,15.5
RICE,HUMID,SEMI ARID,40-50,RAINY,6.5
RICE,HUMID,SEMI HUMID,Oct-20,NORMAL,9.5
RICE,HUMID,SEMI HUMID,Oct-20,SUNNY,11
RICE,HUMID,SEMI HUMID,Oct-20,WINDY,10.5
RICE,HUMID,SEMI HUMID,Oct-20,RAINY,1.5
RICE,HUMID,SEMI HUMID,20-30,NORMAL,10.5
RICE,HUMID,SEMI HUMID,20-30,SUNNY,12
RICE,HUMID,SEMI HUMID,20-30,WINDY,11.5
RICE,HUMID,SEMI HUMID,20-30,RAINY,2.5
RICE,HUMID,SEMI HUMID,30-40,NORMAL,11.5
RICE,HUMID,SEMI HUMID,30-40,SUNNY,13
RICE,HUMID,SEMI HUMID,30-40,WINDY,12.5
RICE,HUMID,SEMI HUMID,30-40,RAINY,3.5
RICE,HUMID,SEMI HUMID,40-50,NORMAL,12.5
RICE,HUMID,SEMI HUMID,40-50,SUNNY,14
RICE,HUMID,SEMI HUMID,40-50,WINDY,13.5
RICE,HUMID,SEMI HUMID,40-50,RAINY,4.5
RICE,HUMID,HUMID,Oct-20,NORMAL,7
RICE,HUMID,HUMID,Oct-20,SUNNY,8.5
RICE,HUMID,HUMID,Oct-20,WINDY,8
RICE,HUMID,HUMID,Oct-20,RAINY,0.8
RICE,HUMID,HUMID,20-30,NORMAL,8
RICE,HUMID,HUMID,20-30,SUNNY,9.5
RICE,HUMID,HUMID,20-30,WINDY,9
RICE,HUMID,HUMID,20-30,RAINY,0.8
RICE,HUMID,HUMID,30-40,NORMAL,9
RICE,HUMID,HUMID,30-40,SUNNY,10.5
RICE,HUMID,HUMID,30-40,WINDY,10
RICE,HUMID,HUMID,30-40,RAINY,1
RICE,HUMID,HUMID,40-50,NORMAL,10
RICE,HUMID,HUMID,40-50,SUNNY,11.5
RICE,HUMID,HUMID,40-50,WINDY,11
RICE,HUMID,HUMID,40-50,RAINY,2
RICE,WET,DESERT,Oct-20,NORMAL,10
RICE,WET,DESERT,Oct-20,SUNNY,11.5
RICE,WET,DESERT,Oct-20,WINDY,11
RICE,WET,DESERT,Oct-20,RAINY,2
RICE,WET,DESERT,20-30,NORMAL,11
RICE,WET,DESERT,20-30,SUNNY,12.5
RICE,WET,DESERT,20-30,WINDY,12
RICE,WET,DESERT,20-30,RAINY,3
RICE,WET,DESERT,30-40,NORMAL,12
RICE,WET,DESERT,30-40,SUNNY,13.5
RICE,WET,DESERT,30-40,WINDY,13
RICE,WET,DESERT,30-40,RAINY,4
RICE,WET,DESERT,40-50,NORMAL,13
RICE,WET,DESERT,40-50,SUNNY,14.5
RICE,WET,DESERT,40-50,WINDY,14
RICE,WET,DESERT,40-50,RAINY,5
RICE,WET,SEMI ARID,Oct-20,NORMAL,8.5
RICE,WET,SEMI ARID,Oct-20,SUNNY,10
